item,avg_rating,rank,rating_sd,number_ratings,character
hard-work (not natural-talent),79.2,139,22.7,62,Waylon Smithers
insecure (not confident),78.9,83,23.1,422,Waylon Smithers
sheeple (not conspiracist),78.9,10,24.9,257,Waylon Smithers
🤖 (not 👻),78.8,70,23.6,121,Waylon Smithers
yes-man (not contrarian),78.8,37,27.7,38,Waylon Smithers
classical (not avant-garde),78.6,113,27.4,86,Waylon Smithers
attentive (not interrupting),78.5,145,26.5,56,Waylon Smithers
introvert (not extrovert),78.4,147,21.3,379,Waylon Smithers
complimentary (not insulting),78.4,210,22.8,79,Waylon Smithers
politically correct (not edgy),78.3,99,22.7,376,Waylon Smithers
often crying (not never cries),78.3,130,21.4,34,Waylon Smithers
sheriff (not outlaw),78.2,244,22.2,342,Waylon Smithers
serious (not bold),78.2,85,22.4,378,Waylon Smithers
cooperative (not competitive),78.1,124,27.8,401,Waylon Smithers
😊 (not 🤣),77.8,231,21.1,106,Waylon Smithers
consistent (not variable),77.6,189,22.9,51,Waylon Smithers
proper (not scandalous),77.6,236,24.6,312,Waylon Smithers
private (not gregarious),77.4,299,23.1,377,Waylon Smithers
smooth (not rough),77.3,113,21.7,330,Waylon Smithers
precise (not vague),77,347,23.1,269,Waylon Smithers
repetitive (not varied),77,104,22.8,153,Waylon Smithers
reasoned (not instinctual),76.8,93,25.4,390,Waylon Smithers
human (not animalistic),76.6,563,25.1,325,Waylon Smithers
mild (not spicy),76.6,116,25.8,370,Waylon Smithers
timid (not cocky),76.4,77,27.7,37,Waylon Smithers
anxious (not calm),76.3,302,24,375,Waylon Smithers
washed (not muddy),76,360,27.9,33,Waylon Smithers
penny-pincher (not overspender),75.9,119,24.2,169,Waylon Smithers
highbrow (not lowbrow),75.8,244,24.1,389,Waylon Smithers
statist (not anarchist),75.7,136,26.5,157,Waylon Smithers
cultured (not rustic),75.6,293,24.4,42,Waylon Smithers
🎩 (not 🧢),75.5,417,27.4,104,Waylon Smithers
🐀 (not 🐘),75.3,135,25.8,185,Waylon Smithers
sheltered (not street-smart),75.1,157,24.3,345,Waylon Smithers
claustrophobic (not spelunker),75.1,57,25.2,53,Waylon Smithers
self-conscious (not self-assured),75,90,26.3,367,Waylon Smithers
scholarly (not crafty),75,157,24.9,394,Waylon Smithers
vegan (not cannibal),75,259,27.9,68,Waylon Smithers
conventional (not creative),74.9,188,26.5,386,Waylon Smithers
competent (not incompetent),74.9,868,25,361,Waylon Smithers
formal (not intimate),74.9,247,26.9,197,Waylon Smithers
resigned (not resistant),74.8,12,27,360,Waylon Smithers
🐿 (not 🦇),74.8,321,26.8,97,Waylon Smithers
practical (not imaginative),74.7,425,27.2,359,Waylon Smithers
awkward (not suspicious),74.5,161,26.6,388,Waylon Smithers
biased (not impartial),74.5,363,27.8,326,Waylon Smithers
hurried (not leisurely),74.4,178,24.4,403,Waylon Smithers
awkward (not charming),74.3,174,23.6,461,Waylon Smithers
triggered (not trolling),74.3,216,23.4,59,Waylon Smithers
🤐 (not 😜),74.1,298,26.4,106,Waylon Smithers
guarded (not open),74,727,25,364,Waylon Smithers
kind (not cruel),74,785,22.1,387,Waylon Smithers
moderate (not extreme),73.6,117,27.3,362,Waylon Smithers
sensitive (not thick-skinned),73.4,228,26.3,332,Waylon Smithers
unchallenging (not demanding),73.4,64,28.9,59,Waylon Smithers
good-cook (not bad-cook),73.4,158,29.5,46,Waylon Smithers
knowledgeable (not ignorant),73.3,720,24.5,45,Waylon Smithers
cat person (not dog person),73.3,260,34.9,47,Waylon Smithers
🥴 (not 🥳),73.2,217,24.3,108,Waylon Smithers
vulnerable (not armoured),73.1,167,26.9,336,Waylon Smithers
believable (not poorly-written),73.1,837,22.2,65,Waylon Smithers
reclusive (not social),73.1,276,22.5,200,Waylon Smithers
traditional (not unorthodox),72.9,248,26.9,84,Waylon Smithers
romantic (not dispassionate),72.7,603,30.4,58,Waylon Smithers
everyman (not chosen one),72.7,162,29.3,35,Waylon Smithers
active (not slothful),72.6,1006,25.3,328,Waylon Smithers
👨‍⚕️ (not 👨‍🔧),72.5,351,26.6,130,Waylon Smithers
desperate (not high standards),72.5,183,30,64,Waylon Smithers
persistent (not quitter),72.1,1442,28.9,120,Waylon Smithers
mundane (not extraordinary),72,103,26.9,363,Waylon Smithers
sober (not indulgent),71.9,199,28.2,396,Waylon Smithers
tight (not loose),71.9,571,28.9,49,Waylon Smithers
hoarder (not unprepared),71.8,288,24.7,299,Waylon Smithers
devout (not heathen),71.5,282,28.7,332,Waylon Smithers
trusting (not charming),71.3,131,25.4,364,Waylon Smithers
serious (not playful),71.2,669,24,430,Waylon Smithers
humble (not arrogant),71.2,331,27.1,405,Waylon Smithers
morning lark (not night owl),71.1,201,29.3,252,Waylon Smithers
factual (not exaggerating),71.1,378,28.4,51,Waylon Smithers
overachiever (not underachiever),71,953,30.8,43,Waylon Smithers
emotional (not unemotional),70.9,782,29.1,44,Waylon Smithers
introspective (not not introspective),70.9,479,27.7,145,Waylon Smithers
basic (not hipster),70.7,442,30.2,406,Waylon Smithers
🐩 (not 🐒),70.7,418,32.5,111,Waylon Smithers
traumatized (not flourishing),70.7,592,25.1,39,Waylon Smithers
hesitant (not decisive),70.6,127,27.6,342,Waylon Smithers
shy (not playful),70.6,113,23.9,343,Waylon Smithers
wooden (not plastic),70.6,544,27,42,Waylon Smithers
permanent (not transient),70.4,297,28,141,Waylon Smithers
motivated (not unmotivated),70.4,1354,34.3,29,Waylon Smithers
gracious (not feisty),70.1,120,25.7,284,Waylon Smithers
🐐 (not 🦒),70,320,30.8,166,Waylon Smithers
feminist (not sexist),69.6,862,27.4,155,Waylon Smithers
scientific (not artistic),69.6,528,28.6,382,Waylon Smithers
good-humored (not angry),69.5,551,24,356,Waylon Smithers
subdued (not exuberant),69.5,172,30.4,47,Waylon Smithers
feminine (not masculine),69.1,528,22.2,413,Waylon Smithers
cringeworthy (not inspiring),69.1,303,25.5,93,Waylon Smithers
secretive (not open-book),69,706,31.1,53,Waylon Smithers
unlucky (not fortunate),68.9,400,27.4,379,Waylon Smithers
tactful (not indiscreet),68.9,542,29.1,92,Waylon Smithers
nurturing (not poisonous),68.6,697,24.4,130,Waylon Smithers
fresh (not stinky),68.6,865,28.6,179,Waylon Smithers
deep (not epic),68.6,174,25.3,46,Waylon Smithers
😬 (not 😏),68.5,250,31.3,115,Waylon Smithers
cheesy (not chic),68.4,453,33.5,38,Waylon Smithers
forgiving (not vengeful),68.3,513,28.4,392,Waylon Smithers
hypochondriac (not stoic),68.3,188,28.7,27,Waylon Smithers
skeptical (not spiritual),68.2,848,26.7,366,Waylon Smithers
roundabout (not direct),68.2,107,28.6,364,Waylon Smithers
twitchy (not still),68.2,583,28.2,43,Waylon Smithers
demure (not vain),68.1,326,27.6,296,Waylon Smithers
warm (not quarrelsome),68,408,24.7,417,Waylon Smithers
glad (not mad),68,330,25.8,118,Waylon Smithers
stuttering (not rhythmic),67.9,145,28.8,50,Waylon Smithers
patriotic (not unpatriotic),67.8,702,26.2,104,Waylon Smithers
stylish (not slovenly),67.6,736,29.7,390,Waylon Smithers
historical (not modern),67.6,436,29.7,253,Waylon Smithers
purple (not orange),67.5,322,30.8,295,Waylon Smithers
reasonable (not deranged),67.4,641,29.8,112,Waylon Smithers
😇 (not 😈),67.4,569,25.9,123,Waylon Smithers
generous (not stingy),67.4,707,28,61,Waylon Smithers
businesslike (not chivalrous),67.4,458,32.5,39,Waylon Smithers
wholesome (not salacious),67.4,639,30.1,120,Waylon Smithers
prestigious (not disreputable),67.2,698,27,293,Waylon Smithers
reassuring (not fearmongering),67.2,619,31,53,Waylon Smithers
princess (not queen),67.2,271,36.8,38,Waylon Smithers
altruistic (not selfish),67,654,27.7,390,Waylon Smithers
thin (not thick),67,582,26.3,274,Waylon Smithers
👩‍🔬 (not 👩‍🎤),67,459,32.4,140,Waylon Smithers
analysis (not common sense),67,503,32.5,39,Waylon Smithers
love-focused (not money-focused),67,947,31.1,49,Waylon Smithers
uninspiring (not charismatic),66.9,94,30.2,332,Waylon Smithers
🦄 (not 🐴),66.6,373,36.4,119,Waylon Smithers
rational (not whimsical),66.5,655,29.8,381,Waylon Smithers
soulful (not soulless),66.5,1123,27.1,87,Waylon Smithers
libertarian (not socialist),66.2,258,30.7,340,Waylon Smithers
short (not tall),66.1,395,23.9,380,Waylon Smithers
monochrome (not multicolored),66.1,460,32.9,89,Waylon Smithers
weird (not normal),66,686,27.8,407,Waylon Smithers
French (not Russian),66,524,32.3,65,Waylon Smithers
egalitarian (not racist),65.9,1372,28.1,96,Waylon Smithers
monotone (not expressive),65.9,272,29.5,42,Waylon Smithers
dramatic (not comedic),65.8,915,27.4,56,Waylon Smithers
rigid (not flexible),65.7,578,31.6,313,Waylon Smithers
thinker (not doer),65.7,236,35.2,75,Waylon Smithers
honorable (not cunning),65.6,709,28.7,442,Waylon Smithers
grateful (not entitled),65.4,527,30.7,54,Waylon Smithers
lost (not enlightened),65.3,503,27.7,39,Waylon Smithers
touchy-feely (not distant),65.3,447,27.9,59,Waylon Smithers
coordinated (not clumsy),65.2,975,30.3,363,Waylon Smithers
builder (not explorer),65,428,28.5,347,Waylon Smithers
irrelevant (not important),65,79,27.9,190,Waylon Smithers
ranged (not melee),64.9,327,26.3,29,Waylon Smithers
literal (not metaphorical),64.8,628,30.5,339,Waylon Smithers
Swedish (not Italian),64.7,394,32.9,36,Waylon Smithers
🥶 (not 🥵),64.7,320,32.2,55,Waylon Smithers
Pepsi (not Coke),64.7,130,33.4,49,Waylon Smithers
ivory-tower (not blue-collar),64.6,518,31.1,407,Waylon Smithers
stable (not moody),64.5,254,29.2,401,Waylon Smithers
gullible (not cynical),64.4,340,32,35,Waylon Smithers
reserved (not chatty),64.3,618,27.6,389,Waylon Smithers
urban (not rural),64.3,974,31.9,201,Waylon Smithers
city-slicker (not country-bumpkin),64.3,980,32,122,Waylon Smithers
💔 (not 💝),64.3,435,35,145,Waylon Smithers
bashful (not exhibitionist),64.2,222,33,58,Waylon Smithers
angelic (not demonic),64.1,766,25.4,383,Waylon Smithers
communal (not individualist),64.1,262,36.5,78,Waylon Smithers
tasteful (not lewd),64,880,28.6,346,Waylon Smithers
warm (not cold),64,729,27.2,331,Waylon Smithers
domestic (not industrial),63.9,386,32.7,90,Waylon Smithers
🎃 (not 💀),63.9,457,29.5,42,Waylon Smithers
jealous (not compersive),63.7,545,29.8,298,Waylon Smithers
philosophical (not real),63.6,219,28.6,276,Waylon Smithers
mature (not juvenile),63.6,761,31.4,89,Waylon Smithers
treasure (not trash),63.6,1314,28.2,149,Waylon Smithers
English (not German),63.6,1358,32.5,45,Waylon Smithers
envious (not prideful),63.6,83,29.6,41,Waylon Smithers
humorless (not funny),63.5,399,27.6,381,Waylon Smithers
high-tech (not low-tech),63.5,602,27.2,312,Waylon Smithers
genuine (not sarcastic),63.2,665,30.9,340,Waylon Smithers
linear (not circular),63.2,368,33.3,55,Waylon Smithers
bourgeoisie (not proletariat),63.1,566,30.8,329,Waylon Smithers
stoic (not expressive),63,454,29.2,401,Waylon Smithers
tiresome (not interesting),62.9,178,27.8,320,Waylon Smithers
concrete (not abstract),62.7,700,29.4,107,Waylon Smithers
rock (not rap),62.7,1421,23.1,31,Waylon Smithers
involved (not remote),62.6,1101,31.6,348,Waylon Smithers
sane (not crazy),62.6,578,30.5,113,Waylon Smithers
self-destructive (not self-improving),62.6,650,32.2,56,Waylon Smithers
pure (not debased),62.5,718,28.4,377,Waylon Smithers
sweet (not bitter),62.5,686,27.9,328,Waylon Smithers
overprepared (not efficient),62.3,141,34.3,63,Waylon Smithers
average (not deviant),62.1,340,31.4,269,Waylon Smithers
official (not backdoor),62.1,500,35.1,373,Waylon Smithers
innocent (not worldly),62,312,28.5,431,Waylon Smithers
sad (not happy),62,867,26.3,368,Waylon Smithers
accepting (not judgemental),62,609,31.6,263,Waylon Smithers
sugarcoated (not frank),62,151,30.4,46,Waylon Smithers
genius (not dunce),61.9,1061,25.9,435,Waylon Smithers
stuck-in-the-past (not forward-thinking),61.9,457,28.1,60,Waylon Smithers
frugal (not lavish),61.7,718,30,321,Waylon Smithers
haunted (not blissful),61.6,1030,33.1,64,Waylon Smithers
driven (not unambitious),61.2,1619,32.2,348,Waylon Smithers
clean (not perverted),61.1,1052,32.6,57,Waylon Smithers
technophile (not luddite),61,515,27.6,277,Waylon Smithers
cosmopolitan (not provincial),61,625,32.4,325,Waylon Smithers
pensive (not serene),61,1211,29.2,53,Waylon Smithers
trusting (not suspicious),60.8,573,31.2,423,Waylon Smithers
depressed (not bright),60.7,579,30.1,300,Waylon Smithers
centrist (not radical),60.7,401,32.4,37,Waylon Smithers
political (not nonpolitical),60.6,773,33,371,Waylon Smithers
miserable (not joyful),60.6,888,29.2,120,Waylon Smithers
transparent (not machiavellian),60.6,622,33.5,38,Waylon Smithers
deep (not shallow),60.5,967,29.5,125,Waylon Smithers
innocent (not jaded),60.5,369,31.2,38,Waylon Smithers
Greek (not Roman),60.4,262,33.7,41,Waylon Smithers
non-gamer (not gamer),60.3,941,37.9,50,Waylon Smithers
healthy (not sickly),60.2,1202,28.3,354,Waylon Smithers
go-getter (not slugabed),60.2,1517,31.9,123,Waylon Smithers
idealist (not realist),60.1,618,33.6,92,Waylon Smithers
musical (not off-key),60,503,30.9,54,Waylon Smithers
regular (not zany),59.7,491,32.7,105,Waylon Smithers
picky (not always down),59.6,797,32.7,34,Waylon Smithers
😭 (not 😀),59.4,640,32,112,Waylon Smithers
specialist (not generalist),59.3,870,32.3,67,Waylon Smithers
frenzied (not sleepy),59.2,1449,30.3,37,Waylon Smithers
unambiguous (not mysterious),59,784,32,377,Waylon Smithers
prudish (not flirtatious),59,595,30.4,41,Waylon Smithers
repulsive (not attractive),58.9,310,24.2,369,Waylon Smithers
predictable (not quirky),58.8,595,32.2,35,Waylon Smithers
geriatric (not vibrant),58.7,316,32.7,58,Waylon Smithers
monastic (not hedonist),58.4,445,29.9,68,Waylon Smithers
strict (not lenient),58.2,867,32.6,419,Waylon Smithers
🤡 (not 👽),58.2,516,32.2,132,Waylon Smithers
wise (not foolish),58.1,922,28.7,432,Waylon Smithers
privileged (not oppressed),58.1,1126,35.4,45,Waylon Smithers
empath (not psychopath),57.9,1094,30.2,50,Waylon Smithers
not genocidal (not genocidal),57.9,1284,35.9,28,Waylon Smithers
🙋‍♂️ (not 🙅‍♂️),57.8,886,36.8,113,Waylon Smithers
one-faced (not two-faced),57.8,1137,33.2,54,Waylon Smithers
optimistic (not pessimistic),57.7,759,31.2,323,Waylon Smithers
open-minded (not close-minded),57.7,1001,30.7,354,Waylon Smithers
factual (not poetic),57.7,899,33.2,58,Waylon Smithers
atheist (not theist),57.6,991,33.7,63,Waylon Smithers
🛌 (not 🧗),57.5,475,33.3,155,Waylon Smithers
offended (not chill),57.2,912,28.2,50,Waylon Smithers
confidential (not gossiping),57.1,1206,34.1,376,Waylon Smithers
🙃 (not 🥰),57,703,36,163,Waylon Smithers
fixable (not unfixable),57,1024,33.2,44,Waylon Smithers
🌟 (not 💩),56.7,1395,32.4,103,Waylon Smithers
presidential (not folksy),56.7,909,29.6,47,Waylon Smithers
rich (not poor),56.6,1013,24.4,327,Waylon Smithers
freak (not normie),56.6,899,30.1,72,Waylon Smithers
equitable (not hypocritical),56.5,885,31.5,82,Waylon Smithers
resourceful (not helpless),56.5,1562,34.1,93,Waylon Smithers
minimalist (not pack rat),56.5,844,31.9,100,Waylon Smithers
flimsy (not sturdy),56.4,422,34.8,48,Waylon Smithers
existentialist (not nihilist),56.3,1099,29.9,61,Waylon Smithers
lighthearted (not intense),56.3,477,29.1,39,Waylon Smithers
asexual (not sexual),56.3,477,37.5,63,Waylon Smithers
proactive (not reactive),56.2,537,32.3,38,Waylon Smithers
pretentious (not unassuming),56.1,949,32.7,123,Waylon Smithers
resolute (not wavering),55.9,1325,33.2,92,Waylon Smithers
whippersnapper (not sage),55.8,761,30.6,35,Waylon Smithers
no-nonsense (not dramatic),55.7,763,31.7,134,Waylon Smithers
modest (not flamboyant),55.6,950,33.1,404,Waylon Smithers
uncreative (not open to new experinces),55.6,377,32.6,388,Waylon Smithers
western (not eastern),55.5,1332,35.8,125,Waylon Smithers
earth (not air),55.3,1165,35.1,48,Waylon Smithers
indie (not pop),55.3,1176,31.9,43,Waylon Smithers
noob (not pro),55.2,372,34.4,121,Waylon Smithers
logical (not emotional),54.9,758,32.9,406,Waylon Smithers
theoretical (not empirical),54.9,440,34.1,324,Waylon Smithers
creepy (not disarming),54.7,425,31.7,153,Waylon Smithers
naive (not paranoid),54.7,523,32.4,37,Waylon Smithers
curious (not apathetic),54.5,1404,31.2,380,Waylon Smithers
thrifty (not extravagant),54.5,918,35.4,31,Waylon Smithers
focused on the future (not focused on the present),54.4,708,31.3,388,Waylon Smithers
utilitarian (not decorative),54.4,1188,31.5,88,Waylon Smithers
fast-talking (not slow-talking),54.4,1175,29,55,Waylon Smithers
complicated (not simple),54.3,1297,32.8,363,Waylon Smithers
profound (not ironic),54.3,792,29.8,44,Waylon Smithers
loveable (not punchable),54.2,1200,30.9,58,Waylon Smithers
sunny (not gloomy),54,774,32.7,55,Waylon Smithers
arcane (not mainstream),53.8,1055,31.8,330,Waylon Smithers
🤔 (not 🤫),53.8,1108,34.6,98,Waylon Smithers
📈 (not 📉),53.8,1328,32.4,114,Waylon Smithers
masochistic (not pain-avoidant),53.6,857,38.6,49,Waylon Smithers
alert (not oblivious),53.5,1263,32.7,116,Waylon Smithers
legit (not scrub),53.5,1494,30.8,160,Waylon Smithers
giggling (not chortling),53.5,546,34,47,Waylon Smithers
fast (not slow),53.4,1398,28.1,359,Waylon Smithers
old (not young),53.3,695,23.3,406,Waylon Smithers
🐷 (not 🐮),53.3,539,33.1,146,Waylon Smithers
antagonist (not protagonist),53.3,449,28.8,32,Waylon Smithers
conservative (not liberal),53.2,599,35.5,125,Waylon Smithers
straightforward (not cryptic),53.1,1413,32,383,Waylon Smithers
🤠 (not 🤑),53.1,1183,35.5,133,Waylon Smithers
ugly (not beautiful),53,333,27.1,101,Waylon Smithers
long-winded (not concise),53,798,32.1,38,Waylon Smithers
mathematical (not literary),52.9,663,32.2,359,Waylon Smithers
authoritarian (not democratic),52.8,798,34.4,325,Waylon Smithers
👨‍🚀 (not 🧙),52.7,854,34.1,162,Waylon Smithers
opinionated (not jealous),52.6,1543,32.4,43,Waylon Smithers
lustful (not chaste),52.4,1082,33.1,370,Waylon Smithers
kinky (not vanilla),52.4,946,36.4,390,Waylon Smithers
bored (not interested),52.3,362,35.4,48,Waylon Smithers
neurotypical (not autistic),52.2,1564,32,343,Waylon Smithers
outsider (not insider),52.2,1009,35.3,231,Waylon Smithers
👟 (not 🥾),52.1,957,37.7,121,Waylon Smithers
dry (not moist),52.1,937,33.8,54,Waylon Smithers
realistic (not ambitious),52,683,34,58,Waylon Smithers
heroic (not villainous),51.9,1470,24.2,380,Waylon Smithers
subjective (not objective),51.9,952,33.9,77,Waylon Smithers
🏌 (not 🤺),51.8,413,38.3,126,Waylon Smithers
down2earth (not head@clouds),51.6,1042,34.1,373,Waylon Smithers
androgynous (not gendered),51.6,189,33.2,136,Waylon Smithers
realistic (not fantastical),51.6,1149,32.4,54,Waylon Smithers
oxymoron (not tautology),51.6,1272,34.7,29,Waylon Smithers
💃 (not 🧕),51.5,1299,34.8,166,Waylon Smithers
cheery (not sorrowful),51.1,756,28.3,408,Waylon Smithers
opinionated (not neutral),51,1753,37.9,58,Waylon Smithers
'left-brained' (not 'right-brained'),50.9,997,34.8,263,Waylon Smithers
winter (not summer),50.2,989,35.8,46,Waylon Smithers
scruffy (not manicured),96.4,2,7.7,400,Barney Gumble
messy (not neat),95.6,3,7.4,307,Barney Gumble
indulgent (not sober),94.8,6,14.3,417,Barney Gumble
disorganized (not self-disciplined),94.5,8,11.7,372,Barney Gumble
slothful (not active),94.4,1,10.8,382,Barney Gumble
slovenly (not stylish),93.9,1,11.5,391,Barney Gumble
underachiever (not overachiever),93.2,2,11.4,54,Barney Gumble
thick (not thin),92.8,3,12,288,Barney Gumble
stinky (not fresh),92.6,5,12.6,186,Barney Gumble
self-destructive (not self-improving),92.6,7,11.7,37,Barney Gumble
lazy (not diligent),92.2,2,12.5,442,Barney Gumble
slow (not fast),92.2,2,9.6,374,Barney Gumble
